Sdlg	Species	Fire	FirePatch	Ht2017.cm.fall	Elevation	Nearby_Easting	Nearby_Northing	Slope.Deg	Aspect.deg	BasDia2016.cm	Datasheet1_2016	Date1_2016	Date2_2016	personel2	personel1	ShrubSpp03	Cov1.3	Ht1.3	Years	DataSheet2017	BasDia2017.mm.1	BasDia2017.mm.2	siteclass	Y	X	incidrad	heatload	Year	VertGrowth_cm	Ht_cm1	FireYear	Ht_cm2
258	ABCO	AMRC	AMRC-3	62	1682	0	0	4	341	1.65	Data_Sheet_AMRC_3_JUL_21_2016.xlsx	7/21/2016	9/9/9999	0	VF HH	CECO	880	65	9	Shrubs_Summer17_AMRC_2_Sep12	19.1	17.5	3	39.21905821	-120.6364293	0.923024767	0.940076392	2017	4	58	2008	62
259	PIPO	AMRC	AMRC-3	59	1683	0	0	4	340	1.05	Data_Sheet_AMRC_3_JUL_21_2016.xlsx	7/21/2016	9/9/9999	0	VF HH	CECO	830	43.97590361	9	Shrubs_Summer17_AMRC_2_Sep12	10.4	9.9	3	39.21898947	-120.6363746	0.923221275	0.940606669	2017	20.2	38.8	2008	59
260	PIPO	AMRC	AMRC-3	29	1683	0	0	2	346	0.82	Data_Sheet_AMRC_3_JUL_21_2016.xlsx	7/21/2016	9/9/9999	0	VF HH	ARPA	780	53.07692308	9	Shrubs_Summer17_AMRC_2_Sep12	7.6	7.7	3	39.2189276	-120.6361699	0.943958169	0.951616312	2017	4.6	24.4	2008	29
262	PIPO	AMRC	AMRC-3	67	1681	0	0	3	350	1.72	Data_Sheet_AMRC_3_JUL_21_2016.xlsx	7/21/2016	9/9/9999	0	VF HH	CECO	940	54.68085106	9	Shrubs_Summer17_AMRC_KindleFire_Sep12_1234	13.9	13.8	3	39.219085	-120.636132	0.932798516	0.943172209	2017	3.6	63.4	2008	67
263	ABCO	AMRC	AMRC-3	91	1682	0	0	3	347	1.84	Data_Sheet_AMRC_3_JUL_21_2016.xlsx	7/21/2016	9/9/9999	0	VF HH	CECO	1020	70.39215686	9	Shrubs_Summer17_AMRC_2_Sep12	20.7	21.5	3	39.219089	-120.635996	0.93306178	0.944273465	2017	13.6	77.4	2008	91
264	ABCO	AMRC	AMRC-3	63	1684	0	0	3	347	1.6	Data_Sheet_AMRC_3_JUL_21_2016.xlsx	7/21/2016	9/9/9999	0	VF HH	ARPA	970	75.97938144	9	Shrubs_Summer17_AMRC_2_Sep12	12.4	12.6	3	39.21903707	-120.6355556	0.93306225	0.944273935	2017	10.4	52.6	2008	63
265	ABCO	AMRC	AMRC-3	30	1684	0	0	3	347	0.89	Data_Sheet_AMRC_3_JUL_21_2016.xlsx	7/21/2016	9/9/9999	0	VF HH	CECO	1110	77.11711712	9	Shrubs_Summer17_AMRC_2_Sep12	4.7	4.8	3	39.21903707	-120.6355556	0.93306225	0.944273935	2017	2.2	27.8	2008	30
153	PIPO	FRDS	FRDS-SE	52	1316	738851	4298772	20	253	1.15	Data_Sheet_FRDS_SE_JUL_1	7/1/2016	9/9/9999	0	CT vf	CHFO	890	36.96629213	13	Shrubs_Summer17_Sep1_iPad	15	14	2	38.77669249	-120.2917578	0.937137536	1.034496162	2017	6.4	45.6	2004	52
194	PIPO	FRDS	FRDS-SE	76	1366	0	0	19	220	2.63	Data_Sheet_FRDS_SE_JUL_8_2016	7/8/2016	9/9/9999	0	vf hh	CHFO	750	88.66666667	13	Shrubs_Summer17_Sep1_iPad	30.6	30.8	2	38.7767738	-120.2920097	1.014838221	1.050954285	2017	10.7	65.3	2004	76
196	PIPO	FRDS	FRDS-SE	71	1366	0	0	15	220	1.72	Data_Sheet_FRDS_SE_JUL_8_2016	7/8/2016	9/9/9999	0	vf hh	CHFO	470	29.14893617	13	Shrubs_Summer17_Sep1_iPad	15.9	16.8	2	38.7766774	-120.2919771	1.011241459	1.039952882	2017	4.9	66.1	2004	71
197	PIPO	FRDS	FRDS-SE	211	1366	0	0	18	185	6.55	Data_Sheet_FRDS_SE_JUL_8_2016	7/8/2016	9/9/9999	0	vf hh	CHFO	520	55.38461538	13	Shrubs_Summer17_Sep1_iPad	3.22 in	3.53 in	2	38.77889272	-120.2911511	1.048507539	1.014227535	2017	53	158	2004	211
198	PIPO	FRDS	FRDS-SE	104	1366	0	0	15	197	2.47	Data_Sheet_FRDS_SE_JUL_8_2016	7/8/2016	9/9/9999	0	vf hh	CHFO	780	53.58974359	13	Shrubs_Summer17_Sep1_iPad	1.10 in	1.22 in	2	38.77730986	-120.2904556	1.034970749	1.025819386	2017	14.7	89.3	2004	104
26	PIPO	FRDS	FRDS-A	111	1642	734550	4296666	18	130	1.6	Data_Sheet_FRDS_Jun10_2	6/10/2016	7/27/2016	VF HH	CT jb 	CEIN	1200	178.3333333	13	Shrubs_Summer17_Freds_KindleFire_Sep5_done	20.8	19.8	4	38.78755217	-120.2995814	0.995789015	0.887066733	2017	8.6	102.4	2004	111
27	PIPO	FRDS	FRDS-A	77	1642	734550	4296666	3	80	4.6	Data_Sheet_FRDS_Jun10_2	6/10/2016	7/27/2016	VF HH	CT jb 	CEIN	1180	193.559322	13	Shrubs_Summer17_Freds_KindleFire_Sep5_done	18.7	18.2	4	38.78755217	-120.2995814	0.957145611	0.940862175	2017	6.9	70.1	2004	77
125W	ABCO	WRTS	WRTS-1	252	2112	738851	4298772	18	60	6.035	Data_Sheet_WRTS_1_JUN_29_4	6/29/2016	9/9/9999	0	CT VF	CECO	1430	135.4545455	36	Shrubs_Summer17_Wrights_KindleFire_Sep5	79	79	3	38.7984004	-120.2443785	0.82547506	0.756077183	2017	11	241	1981	252
2	PIPO	CLVD	CLVD-N	186	1626	72432	4303788	18	2	3.44	Data_Sheet_CLVD_N_May_30	5/30/2016	7/26/2016	VF HH	CT 	ARPA	1310	115.5725191	24	Shrubs_Summer17_Aug30_1231_done	30.7	32.3	3	38.85433326	-120.4149616	0.750576305	0.790499414	2016	6.6	164.9	1992	171.5
4	PIPO	CLVD	CLVD-N	87	1626	724321	4303791	18	2	1.85	Data_Sheet_CLVD_N_May_30_2	5/30/2016	7/26/2016	VF HH	CT 	ARPA	1450	115.5172414	24	Shrubs_Summer17_Aug30_1231_done	16.6	16.6	3	38.85433326	-120.4149616	0.750576305	0.790499414	2016	6.1	77.7	1992	83.8
5	PIPO	CLVD	CLVD-N	217	1626	724321	4303791	14	2	6.19	Data_Sheet_CLVD_N_May_30_2	5/30/2016	7/26/2016	VF HH	CT 	ARPA	980	89.54081633	24	Shrubs_Summer17_Aug30_1231_done	79	79	3	38.85438935	-120.414938	0.803251666	0.834506498	2016	24.8	179.7	1992	204.5
8	PIPO	CLVD	CLVD-N	229	1626.5	724392	4303842	15	41	7.2	Data_Sheet_CLVD_N_May_31	5/31/2016	7/26/2016	VF HH	CT 	CEIN	1100	106.3636364	24	Shrubs_Summer17_Aug30_1231_done	79	85	3	38.8554105	-120.4140961	0.820799639	0.790503355	2016	15	202.5	1992	217.5
9	ABCO	CLVD	CLVD-N	175	1626.5	724392	4303842	15	34	3.52	Data_Sheet_CLVD_N_May_31	5/31/2016	7/26/2016	VF HH	CT 	ARPA	1440	132.0833333	24	Shrubs_Summer17_Aug30_1231_done	40.3	39.8	3	38.85516028	-120.4142948	0.811529475	0.792493802	2016	23.3	140.2	1992	163.5
10	PIPO	CLVD	CLVD-N	185	1626.5	724392	4303842	16	47	5.86	Data_Sheet_CLVD_N_May_31	5/31/2016	7/26/2016	VF HH	CT 	ARPA	1190	116.302521	24	Shrubs_Summer17_Aug30_1231_done	69.8	64.5	3	38.85488033	-120.4141733	0.819343995	0.777176118	2016	25	146	1992	171
11	PIPO	CLVD	CLVD-N	27	1626.5	724392	4303842	16	38	0.9	Data_Sheet_CLVD_N_May_31	5/31/2016	7/26/2016	VF HH	CT 	ARPA	1300	101.0769231	24	Shrubs_Summer17_Aug30_1231_done	4.3	4.6	3	38.85501252	-120.4143175	0.805258263	0.778084262	2016	3.7	21.5	1992	25.2
12	ABCO	CLVD	CLVD-N	157	1632	724392	4303842	15	17	4.24	Data_Sheet_CLVD_N_May_31	5/31/2016	9/9/9999	0	CT 	CEPR	810	10.59259259	24	Shrubs_Summer17_Aug30_1231_done	52.8	56.2	3	38.85503971	-120.4144633	0.795653908	0.804805271	2016	17.7	122.1	1992	139.8
13	ABCO	CLVD	CLVD-N	15	1632	724392	4303842	15	17	0.65	Data_Sheet_CLVD_N_May_31	5/31/2016	9/9/9999	0	CT 	CEPR	810	10.59259259	24	Shrubs_Summer17_Aug30_1231_done	4.1	3.9	3	38.85503971	-120.4144633	0.795653908	0.804805271	2016	1.4	13	1992	14.4
15	ABCO	CLVD	CLVD-N	62	1626.5	724392	4303842	15	26	1.28	Data_Sheet_CLVD_N_May_31	5/31/2016	7/26/2016	VF HH	CT 	CEPR	1330	43.90977444	24	Shrubs_Summer17_Aug30_1231_done	14.2	14.4	3	38.85511777	-120.4143643	0.802827693	0.796998771	2016	8	48	1992	56
275	ABCO	CLVD	CLVD-N	27	1621	0	0	12	50	0.74	Data_Sheet_CLVD_N_JUL_26_2016(1)	7/26/2016	9/9/9999	0	VF HH	CEPR	1050	29.71428571	24	Shrubs_Summer17_Aug30_1231_done	5.3	5.4	3	38.85512584	-120.4142661	0.864486711	0.829070572	2016	3.6	21.6	1992	25.2
276	ABCO	CLVD	CLVD-N	14	1621	0	0	26	18	0.56	Data_Sheet_CLVD_N_JUL_26_2016(1)	7/26/2016	9/9/9999	0	VF HH	ARPA	910	98.13186813	24	Shrubs_Summer17_Aug30_1231_done	4	3.9	3	38.85436715	-120.415066	0.649687957	0.662376214	2016	1.5	12.2	1992	13.7
277	PIPO	CLVD	CLVD-N	85	1621	0	0	18	18	2.48	Data_Sheet_CLVD_N_JUL_26_2016(1)	7/26/2016	9/9/9999	0	VF HH	ARPA	1150	107.7391304	24	Shrubs_Summer17_Aug30_1231_done	23.7	25	3	38.85436715	-120.415066	0.757775204	0.766719421	2016	5.5	76.7	1992	82.2
278	PIPO	CLVD	CLVD-N	99	1621	0	0	18	18	2.7	Data_Sheet_CLVD_N_JUL_26_2016(1)	7/26/2016	9/9/9999	0	VF HH	ARPA	820	114.6341463	24	Shrubs_Summer17_Aug30_1231_done	24.3	26.5	3	38.85436715	-120.415066	0.757775204	0.766719421	2016	12.1	80.7	1992	92.8
279	PIPO	CLVD	CLVD-N	110	1621	0	0	22	347	3.12	Data_Sheet_CLVD_N_JUL_26_2016(1)	7/26/2016	9/9/9999	0	VF HH	ARPA	1160	140.7758621	24	Shrubs_Summer17_Aug30_1231_done	28.8	29.8	3	38.85445046	-120.4149172	0.700411948	0.780662153	2016	12.1	95.5	1992	107.6
280	PIPO	CLVD	CLVD-N	69	1621	0	0	21	354	1.3	Data_Sheet_CLVD_N_JUL_26_2016(1)	7/26/2016	9/9/9999	0	VF HH	ARPA	1190	117.8151261	24	Shrubs_Summer17_Aug30_1231_done	12.3	13.7	3	38.85446759	-120.4149659	0.710578886	0.773661366	2016	4.5	63.2	1992	67.7
281	ABCO	CLVD	CLVD-N	26	1621	0	0	19	348	0.68	Data_Sheet_CLVD_N_JUL_26_2016(1)	7/26/2016	9/9/9999	0	VF HH	ARPA	920	111.7391304	24	Shrubs_Summer17_Aug30_1231_done	5.8	5.9	3	38.85442615	-120.4148941	0.740416492	0.808444325	2016	5.5	17.4	1992	22.9
282	ABCO	CLVD	CLVD-N	52	1621	0	0	22	67	1.09	Data_Sheet_CLVD_N_JUL_26_2016(1)	7/26/2016	9/9/9999	0	VF HH	ARPA	1110	108.018018	24	Shrubs_Summer17_Aug30_1231_done	11.5	12	3	38.85454104	-120.4147644	0.805793182	0.708931075	2016	4.4	45.9	1992	50.3
283	ABCO	CLVD	CLVD-N	37	1621	0	0	15	39	0.56	Data_Sheet_CLVD_N_JUL_26_2016(1)	7/26/2016	9/9/9999	0	VF HH	CECO	1060	89.1509434	24	Shrubs_Summer17_Aug30_1231_done	4.1	4.5	3	38.85465594	-120.4146347	0.818007651	0.790889834	2016	5.3	27.1	1992	32.4
284	ABCO	CLVD	CLVD-N	50	1621	0	0	13	37	0.95	Data_Sheet_CLVD_N_JUL_26_2016(1)	7/26/2016	9/9/9999	0	VF HH	ARPA	1120	120.7142857	24	Shrubs_Summer17_Aug30_1231_done	10.3	9.1	3	38.8553308	-120.4143378	0.837835522	0.817057492	2016	6.1	42.4	1992	48.5
285	PIPO	CLVD	CLVD-N	167	1621	0	0	20	33	5.47	Data_Sheet_CLVD_N_JUL_26_2016(1)	7/26/2016	9/9/9999	0	VF HH	ARPA	970	98.91752577	24	Shrubs_Summer17_Aug30_1231_done	61.2	61.6	3	38.85537405	-120.4140915	0.749955725	0.726962419	2016	20.6	133.4	1992	154
36	PIPO	AMRC	AMRC-NW	45	1598	739022	4298073	28	250	1.35	Data_Sheet_AMRC_NW_JUN_21_4	6/21/2016	9/9/9999	0	CT vf	LIDE	140	23.57142857	8	Shrubs_Summer17_AMRC_KindleFire_Sep11	16.4	17.4	4	39.23366473	-120.6489264	0.910792314	1.038482309	2016	8.6	26.6	2008	35.2
38	PIPO	AMRC	AMRC-NW	21	1598	739022	4298073	28	250	1.21	Data_Sheet_AMRC_NW_JUN_21_4	6/21/2016	9/9/9999	0	CT vf	LIDE	150	56.66666667	8	Shrubs_Summer17_AMRC_2_Sep11	12.8	12.1	4	39.23366473	-120.6489264	0.910792314	1.038482309	2016	2.9	13.8	2008	16.7
39	PIPO	AMRC	AMRC-NW	63	1598	739022	4298073	28	250	1.7	Data_Sheet_AMRC_NW_JUN_21_4	6/21/2016	9/9/9999	0	CT vf	LIDE	250	97.2	8	Shrubs_Summer17_AMRC_2_Sep11	18.6	19.9	4	39.23366473	-120.6489264	0.910792314	1.038482309	2016	4.2	47.2	2008	51.4
40	PIPO	AMRC	AMRC-NW	26	1598	739022	4298073	28	250	0.68	Data_Sheet_AMRC_NW_JUN_21_4	6/21/2016	9/9/9999	0	CT vf	LIDE	530	85.66037736	8	Shrubs_Summer17_AMRC_2_Sep11	6.8	6.8	4	39.23366473	-120.6489264	0.910792314	1.038482309	2016	5.3	17.9	2008	23.2
41	PIPO	AMRC	AMRC-NW	103	1598	739022	4298073	22	270	3.5	Data_Sheet_AMRC_NW_JUN_21_4	6/21/2016	9/9/9999	0	CT vf	LIDE	580	64.13793103	8	Shrubs_Summer17_AMRC_2_Sep11	38.1	39.7	4	39.23363463	-120.6487674	0.872844072	1.00051954	2016	16.6	73.8	2008	90.4
42	PIPO	AMRC	AMRC-NW	51	1598	739022	4298073	22	270	1.09	Data_Sheet_AMRC_NW_JUN_21_5	6/21/2016	9/9/9999	0	CT vf	LIDE	840	72.14285714	8	Shrubs_Summer17_AMRC_2_Sep11	11	10.8	4	39.23366719	-120.6487506	0.872843771	1.000519238	2016	13	26.3	2008	39.3
43	PIPO	AMRC	AMRC-NW	15	1598	739022	4298073	6	287	0.53	Data_Sheet_AMRC_NW_JUN_21_5	6/21/2016	9/9/9999	0	CT vf	LIDE	260	77.69230769	8	Shrubs_Summer17_AMRC_2_Sep11	5.3	5.4	4	39.23369975	-120.6487338	0.933737606	0.972121342	2016	3.4	8.1	2008	11.5
44	PIPO	AMRC	AMRC-NW	20	1598	739022	4298073	22	22	0.59	Data_Sheet_AMRC_NW_JUN_21_5	6/21/2016	9/9/9999	0	CT vf	LIDE	360	48.61111111	8	Shrubs_Summer17_AMRC_KindleFire_Sep11	6.6	6.6	4	39.23373349	-120.6483509	0.705430489	0.706636452	2016	4.2	13	2008	17.2
46	ABCO	AMRC	AMRC-NW	53	1598	739022	4298073	22	22	1.7	Data_Sheet_AMRC_NW_JUN_21_5	6/21/2016	9/9/9999	0	CT vf	ARPA	420	45.23809524	8	Shrubs_Summer17_AMRC_KindleFire_Sep11	18.1	19.1	4	39.2340466	-120.6481866	0.705427589	0.706633552	2016	4.7	42.5	2008	47.2
48	ABCO	AMRC	AMRC-NW	78	1598	739022	4298073	19	22	1.95	Data_Sheet_AMRC_NW_JUN_21_5	6/21/2016	9/9/9999	0	CT vf	Other	270	43.88888889	8	Shrubs_Summer17_AMRC_KindleFire_Sep11	20.9	20.5	4	39.234092	-120.64814	0.744896584	0.745944678	2016	5.7	68.2	2008	73.9
51	ABCO	AMRC	AMRC-NE	66	1966	739619	4297391	17	188	1.18	Data_Sheet_AMRC_NE_JUN_21_1	6/21/2016	9/9/9999	0	CT vf	CHSE	990	41.31313131	8	Shrubs_Summer17_AMRC_2_Sep11	12.8	12	4	39.23821461	-120.5939482	1.040773036	1.01376757	2016	8.1	50.4	2008	58.5
52	ABCO	AMRC	AMRC-NE	42	1966	739619	4297391	17	188	0.8	Data_Sheet_AMRC_NE_JUN_21_1	6/21/2016	9/9/9999	0	CT vf	CHSE	930	48.27956989	8	Shrubs_Summer17_AMRC_KindleFire_Sep11	8.2	8.4	4	39.23823981	-120.5939368	1.040772801	1.013767335	2016	5.2	30.1	2008	35.3
53	ABCO	AMRC	AMRC-NE	32	1966	739619	4297391	17	188	0.69	Data_Sheet_AMRC_NE_JUN_21_1	6/21/2016	9/9/9999	0	CT vf	CHSE	1020	51.76470588	8	Shrubs_Summer17_AMRC_2_Sep11	5.3	6.1	4	39.23827211	-120.5939456	1.040772501	1.013767035	2016	9.5	18.6	2008	28.1
54	ABCO	AMRC	AMRC-NE	48	1966	739619	4297391	17	188	1.05	Data_Sheet_AMRC_NE_JUN_21_1	6/21/2016	9/9/9999	0	CT vf	CHSE	880	50.68181818	8	Shrubs_Summer17_AMRC_2_Sep11	11.1	10.8	4	39.238265	-120.5939253	1.040772567	1.013767101	2016	5.7	34.6	2008	40.3
55	ABCO	AMRC	AMRC-NE	68	1966	739619	4297391	17	188	1.2	Data_Sheet_AMRC_NE_JUN_21_1	6/21/2016	9/9/9999	0	CT vf	CHSE	880	50.68181818	8	Shrubs_Summer17_AMRC_KindleFire_Sep11	13.9	14	4	39.23828231	-120.5939492	1.040772406	1.01376694	2016	6.7	52.9	2008	59.6
56	ABCO	AMRC	AMRC-NE	84	1966	739619	4297391	17	188	1.19	Data_Sheet_AMRC_NE_JUN_21_1	6/21/2016	9/9/9999	0	CT vf	CHSE	810	48.39506173	8	Shrubs_Summer17_AMRC_2_Sep11	15.1	15.5	4	39.23829961	-120.5939731	1.040772245	1.013766779	2016	11.5	63.9	2008	75.4
57	ABCO	AMRC	AMRC-NE	35	1966	739619	4297391	17	188	0.64	Data_Sheet_AMRC_NE_JUN_21_1	6/21/2016	9/9/9999	0	CT vf	CHSE	960	41.5625	8	Shrubs_Summer17_AMRC_2_Sep11	5.5	5.3	4	39.238265	-120.5940204	1.040772567	1.013767101	2016	5.2	24.3	2008	29.5
61	ABCO	AMRC	AMRC-NW	34	1601	0	0	14	127	0.77	Data_Sheet_AMRC_NW_JUN_21_5	6/22/2016	9/9/9999	0	CT vf 	ARPA	360	42.77777778	8	Shrubs_Summer17_AMRC_KindleFire_Sep11	6.2	6.2	4	39.23435971	-120.6480223	0.986443088	0.900039164	2016	5	26.7	2008	31.7
62	PIPO	AMRC	AMRC-NW	58	1601	0	0	14	135	1.24	Data_Sheet_AMRC_NW_JUN_21_5	6/22/2016	9/9/9999	0	CT vf 	ARPA	640	51.25	8	Shrubs_Summer17_AMRC_KindleFire_Sep11	14.1	14.5	4	39.23435971	-120.6480223	0.998720776	0.916267632	2016	13.5	37.8	2008	51.3
63	PIPO	AMRC	AMRC-NW	15	1601	0	0	14	140	0.45	Data_Sheet_AMRC_NW_JUN_21_5	6/22/2016	9/9/9999	0	CT vf 	ARPA	540	36.2962963	8	Shrubs_Summer17_AMRC_KindleFire_Sep11	4.8	4.5	4	39.23435971	-120.6480223	1.005593282	0.926430546	2016	3.5	9.3	2008	12.8
64	PIPO	AMRC	AMRC-NW	94	1601	0	0	14	140	2.69	Data_Sheet_AMRC_NW_JUN_22_1	6/22/2016	9/9/9999	0	CT vf 	ARPA	480	66.25	8	Shrubs_Summer17_AMRC_KindleFire_Sep11	37.3	40.9	4	39.23443513	-120.6479591	1.00559258	0.926429845	2016	23	49.5	2008	72.5
65	PIPO	AMRC	AMRC-NW	66	1601	0	0	14	140	1.59	Data_Sheet_AMRC_NW_JUN_22_1	6/22/2016	9/9/9999	0	CT vf 	ARPA	380	69.21052632	8	Shrubs_Summer17_AMRC_KindleFire_Sep11	16.6	17.2	4	39.23443513	-120.6479591	1.00559258	0.926429845	2016	14.4	44.7	2008	59.1
69	PIPO	AMRC	AMRC-NW	18	1601	0	0	12	185	0.51	Data_Sheet_AMRC_NW_JUN_22_1	6/22/2016	9/9/9999	0	CT vf 	ARPA	300	65.33333333	8	Shrubs_Summer17_AMRC_2_Sep11	4.8	5.5	4	39.23440423	-120.6483648	1.025229603	1.002165455	2016	5	9.6	2008	14.6
71	PIPO	AMRC	AMRC-NW	30	1601	0	0	14	235	0.76	Data_Sheet_AMRC_NW_JUN_22_1	6/22/2016	9/9/9999	0	CT vf 	ARPA	1070	54.85981308	8	Shrubs_Summer17_AMRC_2_Sep11	6	6.6	4	39.23443003	-120.6484323	0.983149635	1.03110182	2016	9.3	17.4	2008	26.7
72	PIPO	AMRC	AMRC-NW	25	1601	0	0	12	210	0.78	Data_Sheet_AMRC_NW_JUN_22_1	6/22/2016	9/9/9999	0	CT vf 	ARPA	810	59.38271605	8	Shrubs_Summer17_AMRC_2_Sep11	7.3	7.6	4	39.23441018	-120.6485493	1.012184835	1.0221962	2016	4.8	14.6	2008	19.4
73	ABCO	AMRC	AMRC-2	61	1672	0	0	21	299	1.06	Data_Sheet_AMRC_NW_JUN_22_1	6/22/2016	9/9/9999	0	CT vf 	CECO	1070	84.01869159	8	Shrubs_Summer17_AMRC_KindleFire_Sep12_1234	7.8	7.5	4	39.2196842	-120.6198984	0.79524706	0.926601615	2016	7.6	45.3	2008	52.9
75	ABCO	AMRC	AMRC-2	48	1672	0	0	21	299	0.92	Data_Sheet_AMRC_NW_JUN_22_1	6/22/2016	9/9/9999	0	CT vf 	CECO	1070	84.01869159	8	Shrubs_Summer17_AMRC_KindleFire_Sep12_1234	6.8	7	4	39.2196842	-120.6198984	0.79524706	0.926601615	2016	6.7	41.3	2008	48
76	ABCO	AMRC	AMRC-2	55	1672	0	0	11	303	1.26	Data_Sheet_AMRC_NW_JUN_22_1	6/22/2016	9/9/9999	0	CT vf 	CECO	1220	46.55737705	8	Shrubs_Summer17_AMRC_KindleFire_Sep12_1234	10.5	10.5	4	39.2196223	-120.6196723	0.879741867	0.948953909	2016	12	36.2	2008	48.2
77	ABCO	AMRC	AMRC-2	30	1701	739372	4298304	15	290	0.59	Data_Sheet_AMCR_2_JUN23_2	6/23/2016	9/9/9999	0	CT vf	CECO	1080	72.31481481	8	Shrubs_Summer17_AMRC_KindleFire_Sep12_1234	4.5	4.4	4	39.21951777	-120.619532	0.868908769	0.964298006	2016	3.3	25.7	2008	29
79	ABCO	AMRC	AMRC-2	35	1701	739372	4298304	15	290	0.89	Data_Sheet_AMCR_2_JUN23_2	6/23/2016	9/9/9999	0	CT vf	CECO	1190	77.56302521	8	Shrubs_Summer17_AMRC_2_Sep12	8.2	8	4	39.21972962	-120.6195542	0.868906799	0.964296036	2016	2	30.4	2008	32.4
90	ABCO	AMRC	AMRC-2	47	1701	739372	4298304	16	290	1.1	Data_Sheet_AMCR_2_JUN23_2	6/23/2016	9/9/9999	0	CT vf	CECO	1160	66.03448276	8	Shrubs_Summer17_AMRC_2_Sep12	8.9	9.2	4	39.21988469	-120.6194261	0.861128853	0.962716575	2016	5	38.3	2008	43.3
94	ABCO	AMRC	AMRC-2	57	1701	739372	4298304	16	290	1.1	Data_Sheet_AMCR_2_JUN23_2	6/23/2016	9/9/9999	0	CT vf	CECO	1120	65.44642857	8	Shrubs_Summer17_AMRC_2_Sep12	11.2	11	4	39.21990492	-120.6196689	0.861128665	0.962716386	2016	9.6	42.4	2008	52
95	ABCO	AMRC	AMRC-2	63	1701	739372	4298304	16	290	2.21	Data_Sheet_AMCR_2_JUN23_2	6/23/2016	9/9/9999	0	CT vf	CECO	1080	77.31481481	8	Shrubs_Summer17_AMRC_2_Sep12	12.3	12.4	4	39.21970265	-120.6197363	0.861130546	0.962718268	2016	5.5	57.3	2008	62.8
96	ABCO	AMRC	AMRC-2	51	1701	739372	4298304	16	290	1.22	Data_Sheet_AMCR_2_JUN23_2	6/23/2016	9/9/9999	0	CT vf	CECO	1080	77.31481481	8	Shrubs_Summer17_AMRC_2_Sep12	7.3	7.4	4	39.21970265	-120.6197363	0.861130546	0.962718268	2016	8.5	38.9	2008	47.4
97	ABCO	AMRC	AMRC-2	60	1701	739372	4298304	16	299	1.73	Data_Sheet_AMCR_2_JUN23_2	6/23/2016	9/9/9999	0	CT vf	CECO	840	79.16666667	8	Shrubs_Summer17_AMRC_KindleFire_Sep12_1234	16.7	17.4	4	39.22008022	-120.6204713	0.842156423	0.943187283	2016	10.4	38.6	2008	49
99	ABCO	AMRC	AMRC-2	44	1672	0	0	19	283	1.15	Data_Sheet_AMRC_2_JUL_18_2016(4)	7/18/2016	9/9/9999	0	VF HH	CECO	1250	92.16	8	Shrubs_Summer17_AMRC_KindleFire_Sep12_1234	9.9	9.2	4	39.22017462	-120.6203027	0.855223022	0.973680179	2016	7.9	30.9	2008	38.8
104	ABCO	AMRC	AMRC-2	70	1672	0	0	5	192	1.15	Data_Sheet_AMRC_2_JUL_18_2016(4)	7/18/2016	9/9/9999	0	VF HH	CECO	1200	121.6666667	8	Shrubs_Summer17_AMRC_2_Sep12	9.4	8.9	4	39.22001617	-120.6199824	0.992884462	0.987025162	2016	13.5	52.6	2008	66.1
105	ABCO	AMRC	AMRC-2	32	1701	739372	4298304	15	290	0.58	Data_Sheet_AMCR_2_JUN23_2	6/23/2016	9/9/9999	0	CT vf	CECO	1190	77.56302521	8	Shrubs_Summer17_AMRC_2_Sep12	6.2	5.9	4	39.21972962	-120.6195542	0.868906799	0.964296036	2016	2.1	24.2	2008	26.3
108	PIPO	CLVD	CLVD-SE	207	1402	739372	4298304	21	142	5.85	Data_Sheet_CLVD_SE_JUN24_2	6/24/2016	9/9/9999	0	CT vf hh	ARPA	1180	213.3898305	24	Shrubs_Summer17_Aug31_1426_done	60.3	57.3	4	38.78162563	-120.3917242	1.019152454	0.904087616	2016	9	189.8	1992	198.8
109	PIPO	CLVD	CLVD-SE	115	1402	739372	4298304	21	124	2.65	Data_Sheet_CLVD_SE_JUN24_2	6/24/2016	9/9/9999	0	CT vf hh	ARPA	810	173.8271605	24	Shrubs_Summer17_Aug31_1426_done	27.2	26.3	4	38.78146156	-120.3913266	0.97962949	0.850079148	2016	4.6	101.6	1992	106.2
110	PIPO	CLVD	CLVD-SE	335	1402	739372	4298304	21	124	6.65	Data_Sheet_CLVD_SE_JUN24_2	6/24/2016	9/9/9999	0	CT vf hh	ARPA	1180	184.7457627	24	Shrubs_Summer17_Aug31_1426_done	92	92	4	38.78152754	-120.3912129	0.979628883	0.850078541	2016	12	278	1992	290
112	ABCO	WRTS	WRTS-1	201	2112	738851	4298772	13	70	6.5	Data_Sheet_WRTS_1_JUN_26_2	6/26/2016	9/9/9999	0	CT	CECO	830	53.85542169	35	Shrubs_Summer17_Wrights_KindleFire_Sep5	66.8	73.9	3	38.79718356	-120.2449053	0.887880481	0.826696799	2016	9.2	171.4	1981	180.6
113	ABCO	WRTS	WRTS-1	146	2112	738851	4298772	16	100	5.35	Data_Sheet_WRTS_1_JUN_26_2	6/26/2016	9/9/9999	0	CT	CECO	1240	68.9516129	35	Shrubs_Summer17_Wrights_KindleFire_Sep5	50.9	55.9	3	38.79683414	-120.2446695	0.933558776	0.834284602	2016	10.4	122.6	1981	133
