Sdlg	Species	Fire	FirePatch	Ht2017.cm.fall	Elevation	Nearby_Easting	Nearby_Northing	Slope.Deg	Aspect.deg	BasDia2016.cm	Datasheet1_2016	Date1_2016	Date2_2016	personel2	personel1	ShrubSpp03	Cov1.3	Ht1.3	Years	DataSheet2017	BasDia2017.mm.1	BasDia2017.mm.2	siteclass	Y	X	incidrad	heatload	Year	VertGrowth_cm	Ht_cm1	FireYear	Ht_cm2
71	PIPO	AMRC	AMRC-NW	30	1601	0	0	14	235	0.76	Data_Sheet_AMRC_NW_JUN_22_1	6/22/2016	9/9/9999	0	CT vf 	ARPA	1070	54.85981308	7	Shrubs_Summer17_AMRC_2_Sep11	6	6.6	4	39.23443003	-120.6484323	0.983149635	1.03110182	2015	3.6	13.8	2008	17.4
72	PIPO	AMRC	AMRC-NW	25	1601	0	0	12	210	0.78	Data_Sheet_AMRC_NW_JUN_22_1	6/22/2016	9/9/9999	0	CT vf 	ARPA	810	59.38271605	7	Shrubs_Summer17_AMRC_2_Sep11	7.3	7.6	4	39.23441018	-120.6485493	1.012184835	1.0221962	2015	3.94	14.6	2008	18.54
73	ABCO	AMRC	AMRC-2	61	1672	0	0	21	299	1.06	Data_Sheet_AMRC_NW_JUN_22_1	6/22/2016	9/9/9999	0	CT vf 	CECO	1070	84.01869159	7	Shrubs_Summer17_AMRC_KindleFire_Sep12_1234	7.8	7.5	4	39.2196842	-120.6198984	0.79524706	0.926601615	2015	8.8	36.5	2008	45.3
74	ABCO	AMRC	AMRC-2	51	1672	0	0	21	299	1.1	Data_Sheet_AMRC_NW_JUN_22_1	6/22/2016	9/9/9999	0	CT vf 	CECO	1070	84.01869159	7	Shrubs_Summer17_AMRC_KindleFire_Sep12_1234	9.9	10	4	39.2196842	-120.6198984	0.79524706	0.926601615	2015	11.3	39	2008	50.3
75	ABCO	AMRC	AMRC-2	48	1672	0	0	21	299	0.92	Data_Sheet_AMRC_NW_JUN_22_1	6/22/2016	9/9/9999	0	CT vf 	CECO	1070	84.01869159	7	Shrubs_Summer17_AMRC_KindleFire_Sep12_1234	6.8	7	4	39.2196842	-120.6198984	0.79524706	0.926601615	2015	8.1	33.2	2008	41.3
76	ABCO	AMRC	AMRC-2	55	1672	0	0	11	303	1.26	Data_Sheet_AMRC_NW_JUN_22_1	6/22/2016	9/9/9999	0	CT vf 	CECO	1220	46.55737705	7	Shrubs_Summer17_AMRC_KindleFire_Sep12_1234	10.5	10.5	4	39.2196223	-120.6196723	0.879741867	0.948953909	2015	9.2	27	2008	36.2
77	ABCO	AMRC	AMRC-2	30	1701	739372	4298304	15	290	0.59	Data_Sheet_AMCR_2_JUN23_2	6/23/2016	9/9/9999	0	CT vf	CECO	1080	72.31481481	7	Shrubs_Summer17_AMRC_KindleFire_Sep12_1234	4.5	4.4	4	39.21951777	-120.619532	0.868908769	0.964298006	2015	0.7	25	2008	25.7
78	ABCO	AMRC	AMRC-2	39	1701	739372	4298304	15	290	0.83	Data_Sheet_AMCR_2_JUN23_2	6/23/2016	9/9/9999	0	CT vf	CECO	1190	77.56302521	7	Shrubs_Summer17_AMRC_2_Sep12	6.8	6.4	4	39.21972962	-120.6195542	0.868906799	0.964296036	2015	3.5	30	2008	33.5
79	ABCO	AMRC	AMRC-2	35	1701	739372	4298304	15	290	0.89	Data_Sheet_AMCR_2_JUN23_2	6/23/2016	9/9/9999	0	CT vf	CECO	1190	77.56302521	7	Shrubs_Summer17_AMRC_2_Sep12	8.2	8	4	39.21972962	-120.6195542	0.868906799	0.964296036	2015	3.7	26.7	2008	30.4
80	ABCO	AMRC	AMRC-2	NA	1701	739372	4298304	15	290	1.1	Data_Sheet_AMCR_2_JUN23_2	6/23/2016	9/9/9999	0	CT vf	CECO	1050	63.52380952	7	Shrubs_Summer17_AMRC_KindleFire_Sep12_1234	NA	NA	4	39.21965545	-120.6196486	0.868907489	0.964296726	2015	3.93	31	2008	34.93
81	ABCO	AMRC	AMRC-2	NA	1701	739372	4298304	15	290	1.27	Data_Sheet_AMCR_2_JUN23_2	6/23/2016	9/9/9999	0	CT vf	CECO	880	56.02272727	7	Shrubs_Summer17_AMRC_KindleFire_Sep12_1234	NA	NA	3	39.2197903	-120.6191024	0.868906235	0.964295472	2015	11.38	54	2008	65.38
82	ABCO	AMRC	AMRC-2	NA	1701	739372	4298304	15	290	1.68	Data_Sheet_AMCR_2_JUN23_2	6/23/2016	9/9/9999	0	CT vf	CECO	1050	63.52380952	7	Shrubs_Summer17_AMRC_KindleFire_Sep12_1234	NA	NA	4	39.21984087	-120.619035	0.868905765	0.964295002	2015	11.78	22.32573883	2008	34.10573883
83	ABCO	AMRC	AMRC-2	NA	1701	739372	4298304	14	290	1.27	Data_Sheet_AMCR_2_JUN23_2	6/23/2016	9/9/9999	0	CT vf	CECO	980	58.7755102	7	Shrubs_Summer17_AMRC_2_Sep12	NA	NA	3	39.21989144	-120.6189676	0.876520384	0.96568208	2015	4	40	2008	44
84	PIPO	AMRC	AMRC-2	NA	1701	739372	4298304	14	290	2.75	Data_Sheet_AMCR_2_JUN23_2	6/23/2016	9/9/9999	0	CT vf	CECO	980	58.7755102	7	Shrubs_Summer17_AMRC_2_Sep12	NA	NA	4	39.21995549	-120.6190687	0.876519789	0.965681485	2015	8.12	75.52309486	2008	83.64309486
85	ABCO	AMRC	AMRC-2	NA	1701	739372	4298304	14	290	1.72	Data_Sheet_AMCR_2_JUN23_2	6/23/2016	9/9/9999	0	CT vf	CECO	660	60.90909091	7	Shrubs_Summer17_AMRC_KindleFire_Sep12_1234	NA	NA	3	39.22001954	-120.6191699	0.876519194	0.96568089	2015	5.86	60	2008	65.86
86	ABCO	AMRC	AMRC-2	NA	1701	739372	4298304	14	290	1.18	Data_Sheet_AMCR_2_JUN23_2	6/23/2016	9/9/9999	0	CT vf	CECO	660	60.90909091	7	Shrubs_Summer17_AMRC_KindleFire_Sep12_1234	NA	NA	3	39.22001954	-120.6191699	0.876519194	0.96568089	2015	3.57	33	2008	36.57
87	ABCO	AMRC	AMRC-2	NA	1701	739372	4298304	14	290	2.16	Data_Sheet_AMCR_2_JUN23_2	6/23/2016	9/9/9999	0	CT vf	CECO	660	60.90909091	7	Shrubs_Summer17_AMRC_KindleFire_Sep12_1234	NA	NA	3	39.22001954	-120.6191699	0.876519194	0.96568089	2015	10.67	61	2008	71.67
88	ABCO	AMRC	AMRC-2	NA	1701	739372	4298304	23	290	0.99	Data_Sheet_AMCR_2_JUN23_2	6/23/2016	9/9/9999	0	CT vf	CECO	1060	67.54716981	7	Shrubs_Summer17_AMRC_KindleFire_Sep12_1234	NA	NA	4	39.22020833	-120.6193452	0.802375721	0.94638191	2015	12.58	28	2008	40.58
89	ABCO	AMRC	AMRC-2	NA	1701	739372	4298304	23	290	1.05	Data_Sheet_AMCR_2_JUN23_2	6/23/2016	9/9/9999	0	CT vf	CECO	710	61.83098592	7	Shrubs_Summer17_AMRC_2_Sep12	NA	NA	4	39.22020833	-120.6193452	0.802375721	0.94638191	2015	7	37	2008	44
90	ABCO	AMRC	AMRC-2	47	1701	739372	4298304	16	290	1.1	Data_Sheet_AMCR_2_JUN23_2	6/23/2016	9/9/9999	0	CT vf	CECO	1160	66.03448276	7	Shrubs_Summer17_AMRC_2_Sep12	8.9	9.2	4	39.21988469	-120.6194261	0.861128853	0.962716575	2015	4.1	34.2	2008	38.3
91	ABCO	AMRC	AMRC-2	NA	1701	739372	4298304	16	290	0.4	Data_Sheet_AMCR_2_JUN23_2	6/23/2016	9/9/9999	0	CT vf	ARPA	1140	73.15789474	7	Shrubs_Summer17_AMRC_KindleFire_Sep12_1234	NA	NA	4	39.21993189	-120.6196284	0.861128414	0.962716136	2015	3.96	12.25465255	2008	16.21465255
92	ABCO	AMRC	AMRC-2	NA	1701	739372	4298304	16	290	0.4	Data_Sheet_AMCR_2_JUN23_2	6/23/2016	9/9/9999	0	CT vf	ARPA	1140	73.15789474	7	Shrubs_Summer17_AMRC_KindleFire_Sep12_1234	NA	NA	4	39.21993189	-120.6196284	0.861128414	0.962716136	2015	3.42	4.078388277	2008	7.498388277
93	ABCO	AMRC	AMRC-2	NA	1701	739372	4298304	16	290	0.48	Data_Sheet_AMCR_2_JUN23_2	6/23/2016	9/9/9999	0	CT vf	ARPA	1140	73.15789474	7	Shrubs_Summer17_AMRC_KindleFire_Sep12_1234	NA	NA	4	39.21993189	-120.6196284	0.861128414	0.962716136	2015	2.27	12.83264029	2008	15.10264029
94	ABCO	AMRC	AMRC-2	57	1701	739372	4298304	16	290	1.1	Data_Sheet_AMCR_2_JUN23_2	6/23/2016	9/9/9999	0	CT vf	CECO	1120	65.44642857	7	Shrubs_Summer17_AMRC_2_Sep12	11.2	11	4	39.21990492	-120.6196689	0.861128665	0.962716386	2015	7.8	34.6	2008	42.4
95	ABCO	AMRC	AMRC-2	63	1701	739372	4298304	16	290	2.21	Data_Sheet_AMCR_2_JUN23_2	6/23/2016	9/9/9999	0	CT vf	CECO	1080	77.31481481	7	Shrubs_Summer17_AMRC_2_Sep12	12.3	12.4	4	39.21970265	-120.6197363	0.861130546	0.962718268	2015	11.6	45.7	2008	57.3
96	ABCO	AMRC	AMRC-2	51	1701	739372	4298304	16	290	1.22	Data_Sheet_AMCR_2_JUN23_2	6/23/2016	9/9/9999	0	CT vf	CECO	1080	77.31481481	7	Shrubs_Summer17_AMRC_2_Sep12	7.3	7.4	4	39.21970265	-120.6197363	0.861130546	0.962718268	2015	1.7	37.2	2008	38.9
97	ABCO	AMRC	AMRC-2	60	1701	739372	4298304	16	299	1.73	Data_Sheet_AMCR_2_JUN23_2	6/23/2016	9/9/9999	0	CT vf	CECO	840	79.16666667	7	Shrubs_Summer17_AMRC_KindleFire_Sep12_1234	16.7	17.4	4	39.22008022	-120.6204713	0.842156423	0.943187283	2015	15.8	22.8	2008	38.6
98	ABCO	AMRC	AMRC-2	46	1672	0	0	19	283	1.3	Data_Sheet_AMRC_2_JUL_18_2016(4)	7/18/2016	9/9/9999	0	VF HH	CECO	1250	92.16	7	Shrubs_Summer17_AMRC_KindleFire_Sep12_1234	9.7	9.8	4	39.22017462	-120.6203027	0.855223022	0.973680179	2015	9.87	38	2008	47.87
99	ABCO	AMRC	AMRC-2	44	1672	0	0	19	283	1.15	Data_Sheet_AMRC_2_JUL_18_2016(4)	7/18/2016	9/9/9999	0	VF HH	CECO	1250	92.16	7	Shrubs_Summer17_AMRC_KindleFire_Sep12_1234	9.9	9.2	4	39.22017462	-120.6203027	0.855223022	0.973680179	2015	6.9	24	2008	30.9
100	ABCO	AMRC	AMRC-2	NA	1672	0	0	17	311	2.71	Data_Sheet_AMRC_2_JUL_18_2016(4)	7/18/2016	9/9/9999	0	VF HH	CECO	1160	88.62068966	7	Shrubs_Summer17_AMRC_KindleFire_Sep12_1234	NA	NA	4	39.22030272	-120.6204106	0.808934062	0.911218278	2015	20.65	75	2008	95.65
103	ABCO	AMRC	AMRC-2	NA	1672	0	0	6	192	1.45	Data_Sheet_AMRC_2_JUL_18_2016(4)	7/18/2016	9/9/9999	0	VF HH	CECO	1150	106.9565217	7	Shrubs_Summer17_AMRC_KindleFire_Sep12_1234	NA	NA	4	39.22051848	-120.6201207	0.997870384	0.990843152	2015	29.58	50	2008	79.58
104	ABCO	AMRC	AMRC-2	70	1672	0	0	5	192	1.15	Data_Sheet_AMRC_2_JUL_18_2016(4)	7/18/2016	9/9/9999	0	VF HH	CECO	1200	121.6666667	7	Shrubs_Summer17_AMRC_2_Sep12	9.4	8.9	4	39.22001617	-120.6199824	0.992884462	0.987025162	2015	10.8	41.8	2008	52.6
105	ABCO	AMRC	AMRC-2	32	1701	739372	4298304	15	290	0.58	Data_Sheet_AMCR_2_JUN23_2	6/23/2016	9/9/9999	0	CT vf	CECO	1190	77.56302521	7	Shrubs_Summer17_AMRC_2_Sep12	6.2	5.9	4	39.21972962	-120.6195542	0.868906799	0.964296036	2015	3.5	20.7	2008	24.2
106	ABCO	AMRC	AMRC-2	NA	1701	739372	4298304	16	290	1.37	Data_Sheet_AMCR_2_JUN23_2	6/23/2016	9/9/9999	0	CT vf	CECO	1220	79.01639344	7	NA	NA	NA	4	39.21972962	-120.6195542	0.861130295	0.962718017	2015	15.3	42.95620222	2008	58.25620222
107	ABCO	AMRC	AMRC-2	NA	1701	739372	4298304	18	290	1.1	Data_Sheet_AMCR_2_JUN23_2	6/23/2016	9/9/9999	0	CT vf	CECO	1140	77.80701754	7	NA	NA	NA	4	39.21972962	-120.6195542	0.845102567	0.958992546	2015	15.2	21.10874588	2008	36.30874588
108	PIPO	CLVD	CLVD-SE	207	1402	739372	4298304	21	142	5.85	Data_Sheet_CLVD_SE_JUN24_2	6/24/2016	9/9/9999	0	CT vf hh	ARPA	1180	213.3898305	23	Shrubs_Summer17_Aug31_1426_done	60.3	57.3	4	38.78162563	-120.3917242	1.019152454	0.904087616	2015	5.4	184.4	1992	189.8
109	PIPO	CLVD	CLVD-SE	115	1402	739372	4298304	21	124	2.65	Data_Sheet_CLVD_SE_JUN24_2	6/24/2016	9/9/9999	0	CT vf hh	ARPA	810	173.8271605	23	Shrubs_Summer17_Aug31_1426_done	27.2	26.3	4	38.78146156	-120.3913266	0.97962949	0.850079148	2015	7.1	94.5	1992	101.6
110	PIPO	CLVD	CLVD-SE	335	1402	739372	4298304	21	124	6.65	Data_Sheet_CLVD_SE_JUN24_2	6/24/2016	9/9/9999	0	CT vf hh	ARPA	1180	184.7457627	23	Shrubs_Summer17_Aug31_1426_done	92	92	4	38.78152754	-120.3912129	0.979628883	0.850078541	2015	3.5	274.5	1992	278
112	ABCO	WRTS	WRTS-1	201	2112	738851	4298772	13	70	6.5	Data_Sheet_WRTS_1_JUN_26_2	6/26/2016	9/9/9999	0	CT	CECO	830	53.85542169	34	Shrubs_Summer17_Wrights_KindleFire_Sep5	66.8	73.9	3	38.79718356	-120.2449053	0.887880481	0.826696799	2015	17.3	154.1	1981	171.4
113	ABCO	WRTS	WRTS-1	146	2112	738851	4298772	16	100	5.35	Data_Sheet_WRTS_1_JUN_26_2	6/26/2016	9/9/9999	0	CT	CECO	1240	68.9516129	34	Shrubs_Summer17_Wrights_KindleFire_Sep5	50.9	55.9	3	38.79683414	-120.2446695	0.933558776	0.834284602	2015	14.7	107.9	1981	122.6
115	ABCO	WRTS	WRTS-1	122	2112	738851	4298772	10	270	2.1	Data_Sheet_WRTS_1_JUN_26_2	6/26/2016	9/9/9999	0	CT	CECO	1190	115.5462185	34	Shrubs_Summer17_Wrights_KindleFire_Sep5	27.5	22	3	38.79694158	-120.2445362	0.937839983	0.997023705	2015	16.1	87.5	1981	103.6
116	PIPO	WRTS	WRTS-1	220	2112	738851	4298772	23	60	8.24	Data_Sheet_WRTS_1_JUN_29	6/29/2016	9/9/9999	0	CT VF	CECO	520	66.53846154	34	paper in maroon binder	92	92	3	38.79708341	-120.2444287	0.776519749	0.688770818	2015	18.7	160.6	1981	179.3
117	ABCO	WRTS	WRTS-1	143	2112	738851	4298772	23	60	3.85	Data_Sheet_WRTS_1_JUN_29	6/29/2016	9/9/9999	0	CT VF	CECO	1170	90.76923077	34	paper in maroon binder	42.2	40	3	38.7971006	-120.2444696	0.776519592	0.688770661	2015	7.6	109.3	1981	116.9
118	ABCO	WRTS	WRTS-1	120	2112	738851	4298772	23	60	3.16	Data_Sheet_WRTS_1_JUN_29	6/29/2016	9/9/9999	0	CT VF	CECO	1170	90.76923077	34	paper in maroon binder	32	32.8	3	38.7971006	-120.2444696	0.776519592	0.688770661	2015	8.2	93.7	1981	101.9
119	ABCO	WRTS	WRTS-1	135	2112	738851	4298772	23	60	4.89	Data_Sheet_WRTS_1_JUN_29	6/29/2016	9/9/9999	0	CT VF	PREM	680	83.38235294	34	paper in maroon binder	56.2	56.6	3	38.79708341	-120.2444287	0.776519749	0.688770818	2015	14	102.7	1981	116.7
120	ABCO	WRTS	WRTS-1	111	2112	738851	4298772	23	60	2.76	Data_Sheet_WRTS_1_JUN_29	6/29/2016	9/9/9999	0	CT VF	PREM	1190	125.8823529	34	paper in maroon binder	30.8	28.8	3	38.79708341	-120.2444287	0.776519749	0.688770818	2015	11.7	78.3	1981	90
121	PIPO	WRTS	WRTS-1	175	2112	738851	4298772	23	60	3.85	Data_Sheet_WRTS_1_JUN_29	6/29/2016	9/9/9999	0	CT VF	CECO	1370	110.1459854	34	paper in maroon binder	40.3	40.8	3	38.79708341	-120.2444287	0.776519749	0.688770818	2015	2.6	160.6	1981	163.2
122	ABCO	WRTS	WRTS-1	111	2112	738851	4298772	21	79	2.32	Data_Sheet_WRTS_1_JUN_29_4	6/29/2016	9/9/9999	0	CT VF	CECO	1290	86.58914729	34	paper in maroon binder	23.6	21	6	38.79740254	-120.2440543	0.849932439	0.739689078	2015	8.8	91.3	1981	100.1
123	ABCO	WRTS	WRTS-1	NA	2112	738851	4298772	25	60	2.41	Data_Sheet_WRTS_1_JUN_29_4	6/29/2016	9/9/9999	0	CT VF	CECO	1340	55.89552239	34	NA	NA	NA	3	38.7984109	-120.2443927	0.755966543	0.66105652	2015	8	80.24669149	1981	88.24669149
124	ABCO	WRTS	WRTS-1	91	2112	738851	4298772	18	60	1.83	Data_Sheet_WRTS_1_JUN_29_4	6/29/2016	9/9/9999	0	CT VF	CECO	1190	90.67226891	34	Shrubs_Summer17_Wrights_KindleFire_Sep5	18.3	18.6	3	38.7983899	-120.2443643	0.825475157	0.75607728	2015	10.4	67.7	1981	78.1
286	PIPO	FRDS	FRDS-mid	78	1638	0	0	5	166	1.77	Data_Sheet_FRDS_MID_JUL_27_2016	7/27/2016	9/9/9999	0	VF HH	CEIN	450	195.3333333	11	Shrubs_Summer17_Freds_KindleFire_Sep5_done	20.3	21.8	4	38.78755404	-120.2998363	0.996478539	0.97735359	2015	15.6	25	2004	40.6
287	PIPO	FRDS	FRDS-mid	70	1638	0	0	5	166	1.87	Data_Sheet_FRDS_MID_JUL_27_2016	7/27/2016	9/9/9999	0	VF HH	CEIN	450	195.3333333	11	Shrubs_Summer17_Freds_KindleFire_Sep5_done	16.3	17.3	4	38.78755404	-120.2998363	0.996478539	0.97735359	2015	5.4	44.9	2004	50.3
288	PIPO	FRDS	FRDS-mid	216	1638	0	0	5	166	5.85	Data_Sheet_FRDS_MID_JUL_27_2016	7/27/2016	9/9/9999	0	VF HH	CEIN	520	156.3461538	11	Shrubs_Summer17_Freds_KindleFire_Sep5_done	67.5	66.2	4	38.78755404	-120.2998363	0.996478539	0.97735359	2015	37	124.9	2004	161.9
289	PIPO	FRDS	FRDS-mid	222	1638	0	0	5	166	5.61	Data_Sheet_FRDS_MID_JUL_27_2016	7/27/2016	9/9/9999	0	VF HH	CEIN	310	156.1290323	11	Shrubs_Summer17_Freds_KindleFire_Sep5_done	73.3	74.5	4	38.78755404	-120.2998363	0.996478539	0.97735359	2015	38.5	121	2004	159.5
290	PIPO	FRDS	FRDS-mid	276	1638	0	0	2	191	7	Data_Sheet_FRDS_MID_JUL_28_2016(1)	7/28/2016	9/9/9999	0	VF HH	CEIN	380	165.5263158	11	Shrubs_Summer17_Freds_KindleFire_Sep5_done	8.7	8.7	4	38.78730874	-120.3002361	0.980661059	0.978094264	2015	25.5	153.5	2004	179
291	PIPO	FRDS	FRDS-mid	165	1638	0	0	7	208	3.15	Data_Sheet_FRDS_MID_JUL_28_2016(1)	7/28/2016	9/9/9999	0	VF HH	CEIN	1060	204.9056604	11	paper in maroon binder	30.9	30	4	38.787214	-120.3002301	1.001025572	1.005334647	2015	11	120	2004	131
135	ABCO	WRTS	WRTS-1	NA	2112	738851	4298772	23	60	0.4	Data_Sheet_WRTS_1_JUN_29	6/29/2016	9/9/9999	0	CT VF	CECO	1050	88.95238095	34	NA	NA	NA	3	38.79708341	-120.2444287	0.776519749	0.688770818	2015	2.48	11.86710117	1981	14.34710117
292	PIPO	FRDS	FRDS-mid	238	1638	0	0	13	206	6.86	Data_Sheet_FRDS_MID_JUL_28_2016(1)	7/28/2016	9/9/9999	0	VF HH	CEIN	500	147.6	11	paper in maroon binder	90	80	4	38.787214	-120.3002301	1.02250931	1.027575483	2015	24	157	2004	181
293	PIPO	FRDS	FRDS-mid	162	1638	0	0	5	224	3.2	Data_Sheet_FRDS_MID_JUL_28_2016(1)	7/28/2016	9/9/9999	0	VF HH	CEIN	640	190	11	paper in maroon binder	35.1	37.1	4	38.78730577	-120.3003487	0.985938357	0.997722232	2015	12	99	2004	111
294	PIPO	FRDS	FRDS-mid	54	1638	0	0	12	243	1.2	Data_Sheet_FRDS_MID_JUL_28_2016(1)	7/28/2016	9/9/9999	0	VF HH	CECO	40	90	11	paper in maroon binder	14.6	15.2	4	38.78741235	-120.3004554	0.975021681	1.024834374	2015	8.5	16.8	2004	25.3
129	ABCO	FRDS	FRDS-N	31	1805	738851	4298772	21	310	0.53	Data_Sheet_FRDS_JUN_28_2	6/28/2016	9/9/9999	0	CT vf 	CHSE	890	121.5730337	11	Shrubs_Summer17_Aug31_1426_done	5.4	5.9	4	38.79491286	-120.3378043	0.771883574	0.897969136	2015	6.9	11.7	2004	18.6
131	ABCO	FRDS	FRDS-N	60	1805	738851	4298772	18	330	1.04	Data_Sheet_FRDS_JUN_28_2	6/28/2016	9/9/9999	0	CT vf 	CHSE	770	77.92207792	11	Shrubs_Summer17_Aug31_1426_done	12.3	12.7	4	38.79494856	-120.338554	0.770988822	0.861429896	2015	13	47	2004	60
132	PIPO	FRDS	FRDS-N	NA	1805	0	0	16	345	5.2	Data_Sheet_FRDS_N_JUN29	6/29/2016	9/9/9999	0	CT vf	Other	970	98.55670103	11	NA	NA	NA	4	38.79494856	-120.338554	0.782175559	0.844077162	2015	43	120.9261012	2004	163.9261012
133	PIPO	FRDS	FRDS-N	101	1805	0	0	21	130	2.79	Data_Sheet_FRDS_N_JUN29	6/29/2016	9/9/9999	0	CT vf	CECO	830	65.30120482	11	Shrubs_Summer17_Aug31_1426_done	32.8	33	4	38.79535316	-120.3365669	0.993941238	0.867855676	2015	14.4	58.1	2004	72.5
140	PIPO	FRDS	FRDS-SE	70	1316	738851	4298772	8	270	1.25	Data_Sheet_FRDS_SE_JUL_1	7/1/2016	9/9/9999	0	CT vf	CHFO	1090	51.28440367	11	Shrubs_Summer17_Sep1_done_Fire	13.6	13.7	2	38.7766609	-120.2901466	0.945697214	0.993130952	2015	8.4	40.9	2004	49.3
141	PIPO	FRDS	FRDS-SE	125	1316	738851	4298772	8	270	3.82	Data_Sheet_FRDS_SE_JUL_1	7/1/2016	9/9/9999	0	CT vf	CHFO	690	49.56521739	11	Shrubs_Summer17_Sep1_done_Fire	44.2	41.2	2	38.7766609	-120.2901466	0.945697214	0.993130952	2015	14.6	67.2	2004	81.8
142	PIPO	FRDS	FRDS-SE	156	1316	738851	4298772	8	270	4.05	Data_Sheet_FRDS_SE_JUL_1	7/1/2016	9/9/9999	0	CT vf	CHFO	980	91.73469388	11	Shrubs_Summer17_Sep1_done_Fire	46.4	46.9	2	38.7766609	-120.2901466	0.945697214	0.993130952	2015	8.9	102.2	2004	111.1
143	PIPO	FRDS	FRDS-SE	39	1316	738851	4298772	15	210	0.77	Data_Sheet_FRDS_SE_JUL_1	7/1/2016	9/9/9999	0	CT vf	CHFO	1220	94.75409836	11	Shrubs_Summer17_Sep1_done_Fire	7.5	7.7	2	38.77668184	-120.2900329	1.02371412	1.036176776	2015	2.9	29	2004	31.9
159	PIPO	STAR	STAR-NW	124	1643	0	0	19	112	2.45	Data_Sheet_STAR_JUL_5_2016	7/5/2016	9/9/9999	0	vf hh	CECO	1070	96.91588785	14	Shrubs_Summer17_Star_KindleFire_Sep6	22	21.4	6	39.13534746	-120.4836887	0.950095687	0.829995945	2015	9.9	98.9	2001	108.8
161	PIPO	STAR	STAR-NW	76	1676	0	0	15	108	1.45	Data_Sheet_STAR_JUL_5_2016	7/5/2016	9/9/9999	0	vf hh	CECO	1220	96.06557377	14	Shrubs_Summer17_Star_KindleFire_Sep6	13.6	14	6	39.13538828	-120.4849794	0.950907851	0.855722071	2015	12.8	47.7	2001	60.5
162	ABCO	STAR	STAR-NW	49	1679	0	0	12	132	1.6	Data_Sheet_STAR_JUL_5_2016	7/5/2016	9/9/9999	0	vf hh	CECO	740	83.24324324	14	Shrubs_Summer17_Star_KindleFire_Sep6	16.4	16.2	6	39.13558729	-120.4850967	0.993369099	0.921068456	2015	1	40	2001	41
163	ABCO	STAR	STAR-NW	59	1679	0	0	12	132	2.32	Data_Sheet_STAR_JUL_5_2016	7/5/2016	9/9/9999	0	vf hh	CECO	1110	78.01801802	14	Shrubs_Summer17_Star_KindleFire_Sep6	25.4	25.2	6	39.13558729	-120.4850967	0.993369099	0.921068456	2015	1.9	49.2	2001	51.1
164	ABCO	STAR	STAR-NW	68	1679	0	0	12	132	2.4	Data_Sheet_STAR_JUL_5_2016	7/5/2016	9/9/9999	0	vf hh	CECO	1110	78.01801802	14	Shrubs_Summer17_Star_KindleFire_Sep6	23.7	24.6	6	39.13558729	-120.4850967	0.993369099	0.921068456	2015	2.8	36	2001	38.8
166	ABCO	STAR	STAR-NW	48	1703	0	0	19	130	0.75	Data_Sheet_STAR_JUL_5_2016	7/5/2016	9/9/9999	0	vf hh	PREM	1410	124.893617	14	Shrubs_Summer17_Star_KindleFire_Sep6	9.5	8.6	6	39.13606184	-120.4858415	0.992173056	0.877627534	2015	5.1	31.9	2001	37
167	PIPO	STAR	STAR-NW	235	1703	0	0	19	130	6.4	Data_Sheet_STAR_JUL_5_2016	7/5/2016	9/9/9999	0	vf hh	Other	1070	130.4672897	14	Shrubs_Summer17_Star_KindleFire_Sep6	72.6	66.5	6	39.13606184	-120.4858415	0.992173056	0.877627534	2015	28	138.5	2001	166.5
168	PIPO	STAR	STAR-NW	200	1701	0	0	11	111	3.3	Data_Sheet_STAR_JUL_5_2016	7/5/2016	9/9/9999	0	vf hh	CECO	1200	140	14	Shrubs_Summer17_Star_2	43.1	40	6	39.13564342	-120.4860966	0.963568257	0.893201637	2015	20	134	2001	154
169	PIPO	STAR	STAR-NW	190	1706	0	0	14	120	2.46	Data_Sheet_STAR_JUL_5_2016	7/5/2016	9/9/9999	0	vf hh	CECO	1190	122.8571429	14	Shrubs_Summer17_Star_2	46.9	46	6	39.1354189	-120.4862701	0.975489668	0.887006546	2015	12.6	149.2	2001	161.8
170	ABCO	STAR	STAR-NW	48	1644	0	0	17	182	1.46	Data_Sheet_STAR_JUL_5_2016	7/5/2016	9/9/9999	0	vf hh	CEIN	1090	160.9174312	14	Shrubs_Summer17_Star_2	7.9	8.5	4	39.13317879	-120.490142	1.043035077	1.005262438	2015	1.5	41.5	2001	43
171	PIPO	STAR	STAR-NW	205	1644	0	0	17	182	6.75	Data_Sheet_STAR_JUL_5_2016	7/5/2016	9/9/9999	0	vf hh	CEIN	900	147.7777778	14	Shrubs_Summer17_Star_2	85	85	4	39.13317879	-120.490142	1.043035077	1.005262438	2015	18	154.2	2001	172.2
172	ABCO	STAR	STAR-NW	39	1644	0	0	17	182	1.2	Data_Sheet_STAR_JUL_5_2016	7/5/2016	9/9/9999	0	vf hh	CEIN	900	147.7777778	14	Shrubs_Summer17_Star_2	11.4	12.4	4	39.13317879	-120.490142	1.043035077	1.005262438	2015	4.2	32.7	2001	36.9
176	PIPO	STAR	STAR-mid	NA	1689	0	0	13	176	3.02	Data_Sheet_STAR_MID_JUL_6_2016(1)	7/6/2016	9/9/9999	0	vf hh	CECO	1710	134.5614035	14	NA	NA	NA	4	39.11887078	-120.4676773	1.03015506	0.993126897	2015	5.61	82.35889246	2001	87.96889246
